,venue_id,venue_name,venue_categories,venue_hasPerk,venue_lat,venue_lng,neighborhood,verified,likes_count,rating,neighborhood_lat_lng,label
46,4f4d2842e4b052b87a7865e4,مطعم الصياد,Mediterranean Restaurant,False,24.76486884699543,46.80927809977523, Al Nahdhah District حي النهضة,False,3,7.8,"24.75879795,46.81326803253911",1
47,521e331311d2d794fd53f24e,Diet Center (دايت سنتر),Vegetarian / Vegan Restaurant,False,24.75147,46.820052, Al Nahdhah District حي النهضة,False,2,7.8,"24.75879795,46.81326803253911",1
48,55eabec9498e451003e3e7fb,بخاري بركة الشباب,Afghan Restaurant,False,24.6584594,46.7444229, Al Malaz District حي الملز,False,2,7.8,"24.6641208,46.73369757161316",1
49,4f9d1786e4b044503b610d12,مطعم الركن البخاري,Asian Restaurant,False,24.660218231825148,46.735757197080325, Al Malaz District حي الملز,False,31,8.0,"24.6641208,46.73369757161316",1
50,5d216a63ac5dfc002fa4e29c,فلافل نقاء,Dutch Restaurant,False,24.669754,46.73842, Al Malaz District حي الملز,False,0,7.8,"24.6641208,46.73369757161316",1
51,5d56a50313ed880008129e91,مكان ألماس RESTAURANT ALMAS,Dutch Restaurant,False,24.678145,46.727766, Al Malaz District حي الملز,False,1,7.8,"24.6641208,46.73369757161316",1
52,4bb05bd4f964a5206b423ce3,فلافل عرفه,Falafel Restaurant,False,24.655357058365997,46.74416437472593, Al Malaz District حي الملز,False,318,8.4,"24.6641208,46.73369757161316",1
53,5c1725e54c9be6002cb36b6a,فووول تاااااوه,Halal Restaurant,False,24.666731,46.721022, Al Malaz District حي الملز,False,1,7.8,"24.6641208,46.73369757161316",1
54,4f060350e5facc333eab5596,Indian Corner (الركن الهندي),Indian Restaurant,False,24.67135575187931,46.73421885041415, Al Malaz District حي الملز,True,154,7.9,"24.6641208,46.73369757161316",1
55,5df72ddeecb0ba000855f8b5,مطعم المصباح الدمشقي,Kebab Restaurant,False,24.66054,46.738115, Al Malaz District حي الملز,False,0,7.8,"24.6641208,46.73369757161316",1
56,5144a8cae4b0a40e3cc36e61,الأحمدي للحوم,Mediterranean Restaurant,False,24.668824977268386,46.73249138722346, Al Malaz District حي الملز,False,1,7.8,"24.6641208,46.73369757161316",1
57,57c95e97498e1f8717fa7462,Alahmadi Grilles (الأحمدي للمشويات والمعجنات),Mediterranean Restaurant,False,24.668625,46.732353, Al Malaz District حي الملز,False,5,7.8,"24.6641208,46.73369757161316",1
58,50c8542ae4b0d1a95fe77ac3,Tako Hut,Mexican Restaurant,False,24.65997993015801,46.71824500077418, Al Malaz District حي الملز,False,0,7.8,"24.6641208,46.73369757161316",1
59,5e5ea37103634e00088efa4f,Fast Food Restraunt,Pakistani Restaurant,False,24.671774,46.730238, Al Malaz District حي الملز,False,0,7.8,"24.6641208,46.73369757161316",1
60,4fbe0b7be4b0c7c8fc1a03cb,المطاعم البحرية,Seafood Restaurant,False,24.67255068575951,46.740521227731286, Al Malaz District حي الملز,False,29,7.6,"24.6641208,46.73369757161316",1
61,57041063498e7bb04d1b54ad,The Diner,Sri Lankan Restaurant,False,24.671151119608044,46.73068794283913, Al Malaz District حي الملز,False,8,7.7,"24.6641208,46.73369757161316",1
62,57063273cd103cd2d28c138d,The Diner Restaurant,Sri Lankan Restaurant,False,24.671387,46.730675, Al Malaz District حي الملز,False,1,7.8,"24.6641208,46.73369757161316",1
63,54bff62f498e78d9c54c6394,الخضرجي يلي بيوصل عالبيت 😁,Vegetarian / Vegan Restaurant,False,24.66999435424805,46.73151397705078, Al Malaz District حي الملز,False,1,7.8,"24.6641208,46.73369757161316",1
64,5be25c18135b39002cce7e7a,بوفيه ركن صبري,Afghan Restaurant,False,24.782916,46.625836, Al Aqeeq District حي العقيق,False,0,7.8,"24.7798792,46.6268087019194",0
65,5cf54cb7b9b37b002c190987,The Cheesecake Factory,American Restaurant,False,24.755442,46.629806, Al Aqeeq District حي العقيق,False,586,9.3,"24.7798792,46.6268087019194",0
66,5a4015c5a4b51b6378b0b9ab,P.F. Chang's (بي إف تشانغز),Chinese Restaurant,False,24.755442,46.629806, Al Aqeeq District حي العقيق,False,363,8.7,"24.7798792,46.6268087019194",0
67,5cf1ee0ae65d0c002cd0753c,Chunk Social,Restaurant,False,24.75616528569097,46.6288948059082, Al Aqeeq District حي العقيق,True,70,8.7,"24.7798792,46.6268087019194",0
68,590f5b7fc824ae79c8fc8363,Operation Falafel (أوبريشن فلافل),Falafel Restaurant,False,24.75224864719993,46.62495821564122, Al Aqeeq District حي العقيق,False,1668,8.9,"24.7798792,46.6268087019194",0
69,560ec9a4498e239b1a73573f,ملحمة البحر المتوسط,Halal Restaurant,False,24.778942108154297,46.62887573242188, Al Aqeeq District حي العقيق,False,0,7.8,"24.7798792,46.6268087019194",0
70,5e52176b0932670007b34a59,بوفية الدوام,Halal Restaurant,False,24.79147,46.631349, Al Aqeeq District حي العقيق,False,0,7.8,"24.7798792,46.6268087019194",0
71,5dae183be55508000813c19e,End,Indian Restaurant,False,24.78585,46.633173, Al Aqeeq District حي العقيق,False,3,7.8,"24.7798792,46.6268087019194",0
72,58823f6351d19e79a10cf2ae,فلفل أخضر,Indian Restaurant,False,24.782,46.628567, Al Aqeeq District حي العقيق,False,6,7.8,"24.7798792,46.6268087019194",0
73,5c31d5b11f8ed6002c2b8ecb,Kumar (كومار),Indian Restaurant,False,24.755912,46.629303, Al Aqeeq District حي العقيق,True,1927,8.7,"24.7798792,46.6268087019194",0
74,56cba5abcd10270c6ba9768f,Zafran Indian Bistro (زافران),Indian Restaurant,False,24.75281249633192,46.625240897318534, Al Aqeeq District حي العقيق,True,552,7.0,"24.7798792,46.6268087019194",0
75,5debb5bc4341c6000854200a,Pasta & Risotto,Italian Restaurant,False,24.785375,46.634356, Al Aqeeq District حي العقيق,False,2,8.4,"24.7798792,46.6268087019194",0
76,5c33632d8ad62e002cd6c989,MELENZANÉ (ملنزاني),Italian Restaurant,False,24.75623356556251,46.62920100855281, Al Aqeeq District حي العقيق,False,816,8.3,"24.7798792,46.6268087019194",0
77,58bf10da7d0f6d4037cd097d,Pastaria,Italian Restaurant,False,24.78962341187078,46.62097001788729, Al Aqeeq District حي العقيق,False,508,9.0,"24.7798792,46.6268087019194",0
78,58da9b57a37d723799393f91,Texas De Brazil (تكساس دي برازيل),Brazilian Restaurant,False,24.752640859164014,46.62536444498024, Al Aqeeq District حي العقيق,True,602,7.2,"24.7798792,46.6268087019194",0
79,4fe0a7c9e4b02144342f6617,مطعم ماما ريمان,Mediterranean Restaurant,False,24.778258,46.628867, Al Aqeeq District حي العقيق,False,6,5.9,"24.7798792,46.6268087019194",0
80,5cd0add481a0ea002cb25b34,Ritage Garden (ريتاج قاردين),Mediterranean Restaurant,False,24.755716550710112,46.630979802033615, Al Aqeeq District حي العقيق,False,109,6.2,"24.7798792,46.6268087019194",0
81,59d7be345d891b5884122c13,Tortilla,Mexican Restaurant,False,24.75435,46.629935, Al Aqeeq District حي العقيق,False,1,7.8,"24.7798792,46.6268087019194",0
82,5b53975993bd63002c1d8906,‪Tortilla‬ (تورتيا),Mexican Restaurant,False,24.75696537032033,46.63031970921004, Al Aqeeq District حي العقيق,False,20,6.1,"24.7798792,46.6268087019194",0
83,584184f9de0cbc1db7790111,Fire Grill (فاير جريل),Mexican Restaurant,False,24.79635245236998,46.62898315216257, Al Aqeeq District حي العقيق,True,176,8.8,"24.7798792,46.6268087019194",0
84,5ab18be0d552c73bc456a6c4,Fire Grill (فاير جريل),Mexican Restaurant,False,24.757251459935127,46.62918345862564, Al Aqeeq District حي العقيق,True,29,8.4,"24.7798792,46.6268087019194",0
85,507c645ce4b0697bf5706cf4,مطعم الحمراء البخاري,Middle Eastern Restaurant,False,24.78082115213011,46.636772627187284, Al Aqeeq District حي العقيق,True,1088,9.2,"24.7798792,46.6268087019194",0
86,56b0f8a5498e22d232fcdeba,Nando's (ناندوز),Portuguese Restaurant,False,24.75290331038598,46.625450413332395, Al Aqeeq District حي العقيق,True,1063,7.2,"24.7798792,46.6268087019194",0
