,id,address
37,4f2927cce4b0eb70d4f743df,"Shaikh Isaq Ibn Abdul Rahman Ibn Hassan, Al Zahrah District حي الزهرة, الرياض, منطقة الرياض, 12783-8458, Saudi Arabia / السعودية"
38,50d5b3bae4b05cc5d502af87,"عـائشة بنت أبي بكر, Al Urayja al Wusta District حي العريجاء الوسطى, الرياض, منطقة الرياض, 12783-8458, Saudi Arabia / السعودية"
39,4ed2070de5faa5ec04c4e794,"طريق الثمامة, Imam Muhammad ibn Saud University District, Stadtbezirk asch-Schamāl, الرياض, منطقة الرياض, 11263, Saudi Arabia / السعودية"
40,50ceb03ae4b0bc9a6404c5c2,"شارع الأمير نايف بن عبدالعزيز, الملك فهد, King Fahd District حي الملك فهد, الدرعية, منطقة الرياض, 12272, Saudi Arabia / السعودية"
41,5063f150e4b0eb86c6e365b6,"شريمبلس, شارع أنس بن مالك, الياسمين, Al Yasmin District, Stadtbezirk asch-Schamāl, الدرعية, منطقة الرياض, 7069, Saudi Arabia / السعودية"
42,4ff2f7c4e4b0af32b648db58,"طريق ديراب, Namar District حي نمار, Al Shifa Municipality, الرياض, منطقة الرياض, 14713, Saudi Arabia / السعودية"
43,53f60b75498e585472822f26,"عثمان بن عفان, Al Nuzhah District حي النزهة, الرياض, منطقة الرياض, 12483, Saudi Arabia / السعودية"
44,5601b8fe498ec57fdadb9a7b,"طريق الإمام سعود بن فيصل, Al Malga District حي الملقا, Stadtbezirk asch-Schamāl, الدرعية, منطقة الرياض, 13515 - 4372, Saudi Arabia / السعودية"
45,506eae40e4b0719dc8f92798,"عبدالرحمن الغافقي, الملك فيصل, King Faisal District حي الملك فيصل, الرياض, منطقة الرياض, 13211, Saudi Arabia / السعودية"
46,4f4b4dcde4b037cdb87facee,"المرفق, Al Wadi District حي الوادي, Stadtbezirk asch-Schamāl, الرياض, منطقة الرياض, 13314 - 4017, Saudi Arabia / السعودية"
47,5b33f13f364d97002b22fda3,"District حي ام الحمام الشرقي, Municipality Al Madhar المعذر, منطقة الرياض, 12334-2723, Saudi Arabia / السعودية"
48,5ac680a14a1cc011c912469b,"خالد ابن الوليد, Ghirnatah District حي غرناطة, الرياض, منطقة الرياض, 13216, Saudi Arabia / السعودية"
49,5e19da376a47eb00089010a0,"الياسمين, Al Yasmin District, Stadtbezirk asch-Schamāl, الدرعية, منطقة الرياض, 7069, Saudi Arabia / السعودية"
50,5d6864d9fefe680008588fa4,"فندق ماريوت الرياض, 539, الرياض, منطقة الرياض, Saudi Arabia / السعودية"
51,5be0a3cc646e38002c4d30fd,"طريق المدينة المنورة, Salam District حي سلام, الرياض, منطقة الرياض, 11131, Saudi Arabia / السعودية"
52,52b47cb7498ec4eced0e4663,"King Abdullah City for Atomic and Renewable Energy, شارع خالد بن يزيد بن معاوية, Al Olaya District حي العليا, الرياض, منطقة الرياض, 12214, Saudi Arabia / السعودية"
53,4fc89a99e4b09a4f314d4d70,"هشام بن عبدالملك, المرسلات, Mursalat District حي المرسلات, الرياض, منطقة الرياض, 12272, Saudi Arabia / السعودية"
54,57445439498e112d9ec76a63,"الإمام عبدالله بن سعود بن عبدالعزيز, اليرموك, الرياض, منطقة الرياض, 62800, Saudi Arabia / السعودية"
55,588350e851666a79735143ad,"النهضة, الربوة, Al Rabwah District حي الربوة, الرياض, منطقة الرياض, 12821, Saudi Arabia / السعودية"
56,506ee4ffe4b0dd0f47acd139,"العين البيضاء, Ghirnatah District حي غرناطة, الرياض, منطقة الرياض, 13244, Saudi Arabia / السعودية"
57,51f5456f498e3be663a2979a,"الساعة, المونسية, الرياض, منطقة الرياض, 11263, Saudi Arabia / السعودية"
58,5323f6fd498e2cc3f907bee6,"أبو عبيدة عامر بن الجراح, حي الجزيرة, Al Jazirah District حي الجزيرة, As Sali Municipality, الرياض, منطقة الرياض, 11211, Saudi Arabia / السعودية"
59,5c2edff0780eee002c346c09,"الأمير أحمد بن عبدالعزيز, Hijrat Laban, الرياض, منطقة الرياض, 11373, Saudi Arabia / السعودية"
60,5c76e46667af3a002ce76f97,"قتيبة بن مسلم, Utayqah District حي عتيقه, الرياض, منطقة الرياض, 11131, Saudi Arabia / السعودية"
61,4ecb4f86d3e32939cd39ecd7,"العروبة, Ar Rahmaniyah District حي الرحمانية, الرياض, منطقة الرياض, 12214, Saudi Arabia / السعودية"
62,5c61cc9098fbfc002c189807,"سويد بن زيد, Al Badiah District حي البديعة, الرياض, منطقة الرياض, 11131, Saudi Arabia / السعودية"
63,5a7b5cff1987ec57511bd9d3,"الأمير سلطان بن عبدالعزيز, Al Olaya District حي العليا, Municipality Al Madhar المعذر, منطقة الرياض, 12211, Saudi Arabia / السعودية"
64,530c18b0498e8721a719eaac,"الأمير بندر بن عبدالعزيز, حي الخليج, الرياض, منطقة الرياض, 13211, Saudi Arabia / السعودية"
65,53e66871498ed3877e3ec421,"الوليد البحتري, Ash Shumaysi حي الشميسي, الرياض, منطقة الرياض, 11131, Saudi Arabia / السعودية"
66,55af1c4f498e1576ac9784d0,"الأمير سلطان بن عبدالعزيز, Al Olaya District حي العليا, Municipality Al Madhar المعذر, منطقة الرياض, 12211, Saudi Arabia / السعودية"
67,5e5387f2c202a90007ddc549,"أم الحمام, District حي ام الحمام الشرقي, الرياض, منطقة الرياض, 12334-2723, Saudi Arabia / السعودية"
68,51a2fe4e498e838209a7940d,"Al Shaikh Hasan Bin Abdullah Al Shaikh Rd St, King Saud University District, الدرعية, منطقة الرياض, 12371, Saudi Arabia / السعودية"
69,58b8e41d084be56601b2d1c3,"District حي ام الحمام الشرقي, Municipality Al Madhar المعذر, منطقة الرياض, 11373, Saudi Arabia / السعودية"
70,5502c3b4498ec719aac4ff14,"Ash Sharafiyah حي الشرفية, قصر الناصرية, منطقة الرياض, 11454, Saudi Arabia / السعودية"
71,5749fefc498e87674ec37615,"طريق المدينة المنورة, Zahrat al Badiah District ظهرة البديعة, Namar Municipality, العريجاء, منطقة الرياض, 12783-8458, Saudi Arabia / السعودية"
72,58744e995a586902ba9e170f,"الأمير سطام بن عبدالعزيز, Al Rafiah District حي الرفعية, الرياض, منطقة الرياض, 11373, Saudi Arabia / السعودية"
73,53914523498e57a5dc11045d,"الشيخ عبدالرحمن بن حسن, الوزارات, Al Wizarat District حي الوزارات, الرياض, منطقة الرياض, 11525, Saudi Arabia / السعودية"
74,57797a1ecd1080b424df4a79,"فاطمة الزهراء, Al Zahraa District حي الزهراء, المالز, منطقة الرياض, 12836, Saudi Arabia / السعودية"
75,50597af1e4b05af93ee41710,"العطاء, الملك فهد, King Fahd District حي الملك فهد, الرياض, منطقة الرياض, 12273, Saudi Arabia / السعودية"
76,513ce977e4b02357ea38ec6c,"شواحط, العود, Al Oud District حي العود, الرياض, منطقة الرياض, 11131, Saudi Arabia / السعودية"
77,5c978063ea1e44002c11e962,"Taiba, Zahrat Laban District حي ظهرة لبن, الرياض, منطقة الرياض, 12564-9078, Saudi Arabia / السعودية"
78,4fd1079ce4b01e9f636ce92c,"البطحاء, Al Marqab District حي المرقب, الرياض, منطقة الرياض, 3285, Saudi Arabia / السعودية"
79,5b616606c824ae002c6a1d03,"Al Taief, Zahrat Ubarah, أوبير, منطقة الرياض, 9078, Saudi Arabia / السعودية"
80,5b169cbedff815002c9d7368,"طريق المدينة المنورة, Salam District حي سلام, الرياض, منطقة الرياض, 11131, Saudi Arabia / السعودية"
81,53875d6e498efd867a0326cb,"Al Mansurah District حي المنصوره, الرياض, منطقة الرياض, ١١٤٩١, Saudi Arabia / السعودية"
82,5bfb5f0a2b9844002cf54340,"الأمير أحمد بن عبدالعزيز, الملك فهد, King Fahd District حي الملك فهد, الرياض, منطقة الرياض, 12272, Saudi Arabia / السعودية"
83,5638f1c3cd106a388ea69bce,"الجديدة, الدرعية, منطقة الرياض, 13514 - 7741, Saudi Arabia / السعودية"
84,5965bad62bf9a95ff7f9888c,"أبي حفص بن شاهين, Al Aziziyah District حي العزيزية, Al Aziziyah Municipality, الرياض, منطقة الرياض, 54033, Saudi Arabia / السعودية"
85,4f186dece4b01bd097d5f56a,"الملك عبدالعزيز, Almuruj District حي المروج, الدرعية, منطقة الرياض, 13311, Saudi Arabia / السعودية"
86,50a28040e4b09f2bf601a1ab,"Jabrah District حي جبرة, الرياض, منطقة الرياض, ١١٤٩١, Saudi Arabia / السعودية"
87,4d1798ab85fc6dcbfb9dae4e,"علي بن أبي طالب, جرير, Jarir District حي جرير, المالز, منطقة الرياض, 12836, Saudi Arabia / السعودية"
88,5e4fb797b03b8d0008881077,"Badr District حي بدر, Al Shifa Municipality, الرياض, منطقة الرياض, 14713, Saudi Arabia / السعودية"
89,52cc33fb498e2b94b6ef762e,"عبدالقادر الجزائري, Ad Dar Al Baida حي الدار البيضاء, Al Aziziyah Municipality, الرياض, منطقة الرياض, Saudi Arabia / السعودية"
90,55041e19498e12606e1b21d7,"Tuwayq District حي طويق, Namar Municipality, الرياض, منطقة الرياض, Saudi Arabia / السعودية"
91,4fb9e6c6e4b0eca653a358e8,"محمد الشارعي, Al Urayja al Wusta District حي العريجاء الوسطى, العريجاء, منطقة الرياض, 12783-8458, Saudi Arabia / السعودية"
92,5481dd13498eb80c2a529b0b,"Al-Fajar, As Suwaydi al Gharbi District حي السويدي الغربي, العريجاء, منطقة الرياض, 12783-8458, Saudi Arabia / السعودية"
93,4f35370ce4b03ada5a3675f4,"As-Suwaidi District حي السويدي, الرياض, منطقة الرياض, 12783-8458, Saudi Arabia / السعودية"
94,5c5963199ef8ef002ca5dd18,"Al Taief, Zahrat Ubarah, أوبير, منطقة الرياض, 9078, Saudi Arabia / السعودية"
95,52bc7c3e11d25a47f3fe02d0,"شارع حسان بن ثابت, Al Naseem District West حي النسيم الغربي, Al Naseem Municipality, النسيم, منطقة الرياض, 11426, Saudi Arabia / السعودية"
96,50ae0262e4b042e77fd721ab,"الملك عبدالله, الحمراء, الرياض, منطقة الرياض, 13216, Saudi Arabia / السعودية"
97,5dc93e61d7386c0007ab53be,"المحمدية, Al Muhammadiyah District حي المحمدية, الدرعية, منطقة الرياض, 12364, Saudi Arabia / السعودية"
98,57fc1c19498e064f77f60978,"شهيد الدين ثم الوطن عبدالجليل شارع العتيبي, Ghirnatah District حي غرناطة, الرياض, منطقة الرياض, 13241, Saudi Arabia / السعودية"
99,510a60b4e4b0fb795389ce90,"المحمدية, Al Muhammadiyah District حي المحمدية, الدرعية, منطقة الرياض, 12371, Saudi Arabia / السعودية"
100,5a3a3ee08d0a53571d5fbbc1,"طريق التخصصي, Ar Rahmaniyah District حي الرحمانية, الرياض, منطقة الرياض, 12364, Saudi Arabia / السعودية"
101,5cf54cb7b9b37b002c190987,"Riyadh Park, الصياد, Al Aqeeq District حي العقيق, Stadtbezirk asch-Schamāl, الدرعية, منطقة الرياض, 12388, Saudi Arabia / السعودية"
102,57fad9fc498e90a7831c4525,"IHOP, الإمام عبد الله بن سعود بن عبد العزيز, Ghirnatah District حي غرناطة, الرياض, منطقة الرياض, 13241, Saudi Arabia / السعودية"
103,50d5bf47e4b021b282a64e2c,"المشتل, Al Rabiea District حي الربيع, Stadtbezirk asch-Schamāl, الرياض, منطقة الرياض, 7069, Saudi Arabia / السعودية"
104,570a9f57498e2c6e7b0b1e4f,"Al Thumamah Road, Al Rabiea District حي الربيع, Stadtbezirk asch-Schamāl, الدرعية, منطقة الرياض, 7069, Saudi Arabia / السعودية"
105,5a5de4130457b76a1a0cb48e,"القلعة, Al Rabiea District حي الربيع, Stadtbezirk asch-Schamāl, الرياض, منطقة الرياض, 7069, Saudi Arabia / السعودية"
106,4b865e39f964a520968731e3,"KFC, شارع وادي البطاح, Al-Ma'athar Al-Shimali District حي المعذر الشمالي, الرياض, منطقة الرياض, 12334-2723, Saudi Arabia / السعودية"
107,5d51ba41d0288900087c2ea7,"الإمام سعود بن عبدالعزيز بن محمد, Almuruj District حي المروج, الدرعية, منطقة الرياض, 12273, Saudi Arabia / السعودية"
108,5b4d03e8270ee7002ccbaac3,"الصبح, Shubra District حي شبرا, الرياض, منطقة الرياض, 12783-8458, Saudi Arabia / السعودية"
109,4f8aa8b2e4b0202c0758d28e,"صلاح الدين الأيوبي, Ad Dubbat District حي الضباط, الرياض, منطقة الرياض, 11411, Saudi Arabia / السعودية"
110,4d53b9942f638cfa7cab656a,"خالد ابن الوليد, Al Andalus District حي الاندلس, الرياض, منطقة الرياض, 13211, Saudi Arabia / السعودية"
111,4bcc31a7b6c49c74e64b9391,"شارع التحلية, Al Olaya District حي العليا, الرياض, منطقة الرياض, 12213, Saudi Arabia / السعودية"
112,52d53b9b11d2d85c33550f59,"Al Ishbiliyah District حي اشبيلية, الرياض, منطقة الرياض, 62800, Saudi Arabia / السعودية"
113,5a84ac2a356b491d0184c58e,"ماكدونالدز, طريق خديجة بنت خويلد, Al Uarayja al Gharbiyah District حي العريجاء الغربية, Namar Municipality, العريجاء, منطقة الرياض, Saudi Arabia / السعودية"
114,5200277f498e87e1edbcd085,"Badr District حي بدر, Al Shifa Municipality, الرياض, منطقة الرياض, 14713, Saudi Arabia / السعودية"
115,59e5dd161108ba40d4c0ab93,"شارع السويدي العام, As-Suwaidi District حي السويدي, الرياض, منطقة الرياض, 12783-8458, Saudi Arabia / السعودية"
116,4f81a5d4e4b02f45811d481b,"Applebee's, Turki Al Awal Ibin Abdelaziz Road, حي النخيل, Al Nakheel District حي النخيل, الدرعية, منطقة الرياض, 12393 4057, Saudi Arabia / السعودية"
117,563260d1498e40d020b5d872,"بياتو, No. 86, الياسمين, Al Yasmin District, Stadtbezirk asch-Schamāl, الرياض, منطقة الرياض, 7069, Saudi Arabia / السعودية"
118,50cce48ae4b0af44609d456a,"الملك عبدالله, الحمراء, الرياض, منطقة الرياض, 13216, Saudi Arabia / السعودية"
119,5c41db11b9b37b002c2d4bb3,"أبي بن معاذ الأنصاري, Al Rabiea District حي الربيع, Stadtbezirk asch-Schamāl, الدرعية, منطقة الرياض, 7069, Saudi Arabia / السعودية"
120,4d98c87b744f3704d7dff757,"مركز غرناطة, شهيد الدين ثم الوطن علي أحمد الزهراني, Ghirnatah District حي غرناطة, الرياض, منطقة الرياض, 13241, Saudi Arabia / السعودية"
121,5144432be4b0b3bb9e7648df,"عبدالله بن سليمان الحمدان, السلامة, As Sulaymaniyah District حي السليمانية, الرياض, منطقة الرياض, 11525, Saudi Arabia / السعودية"
122,5de4bcd2e7d91d00081c580d,"الياسمين, Al Yasmin District, Stadtbezirk asch-Schamāl, الدرعية, منطقة الرياض, 7069, Saudi Arabia / السعودية"
123,5c2661761c0b34002c11318c,"Al Amir Sultan Ibn Abdul Aziz, As Sulaymaniyah District حي السليمانية, الرياض, منطقة الرياض, 11411, Saudi Arabia / السعودية"
124,5d2904a0ac5dfc00230b9437,"سعيد بن زيد, Qurtubah, الرياض, منطقة الرياض, 13244, Saudi Arabia / السعودية"
125,4e248a66a80968cf3e5e74b4,"جمال الدين الظاهري, Al Fakhiriyah District حي الفاخرية, الرياض, منطقة الرياض, 12631, Saudi Arabia / السعودية"
126,51900478498e4aa8d9bb0ac2,"أبي سعيد الخدري, الملك فيصل, King Faisal District حي الملك فيصل, الرياض, منطقة الرياض, 62800, Saudi Arabia / السعودية"
127,590a21afa6fe4d70c503b4a3,"Bilal Bin Rabah, Al Uarayja al Gharbiyah District حي العريجاء الغربية, Namar Municipality, العريجاء, منطقة الرياض, Saudi Arabia / السعودية"
128,525ece4b11d2ad780ca3edda,"الأصمعي, Al Khalideyeh District حي الخالدية, الرياض, منطقة الرياض, ١١٤٩١, Saudi Arabia / السعودية"
129,4f9d1786e4b044503b610d12,"شارع الظهران, الملز, Al Malaz District حي الملز, الرياض, منطقة الرياض, 12844, Saudi Arabia / السعودية"
130,5989f1581543c7318ec78cb3,"King Abdul Aziz Road, Al Rabiea District حي الربيع, Stadtbezirk asch-Schamāl, الدرعية, منطقة الرياض, 7069, Saudi Arabia / السعودية"
131,5baf6dfbf2554e0039075183,"الأمير محمد بن عبدالعزيز, Al-Ma'athar Al-Shimali District حي المعذر الشمالي, Municipality Al Madhar المعذر, منطقة الرياض, 12213, Saudi Arabia / السعودية"
132,5a4015c5a4b51b6378b0b9ab,"Riyadh Park, الصياد, Al Aqeeq District حي العقيق, Stadtbezirk asch-Schamāl, الدرعية, منطقة الرياض, 12388, Saudi Arabia / السعودية"
133,57fadac2498eb0c4e8552c33,"شهيد الدين ثم الوطن عبدالجليل شارع العتيبي, Ghirnatah District حي غرناطة, الرياض, منطقة الرياض, 13241, Saudi Arabia / السعودية"
134,58e4abc12b04f841c71c7bcb,"الدائري الشمالي, Al Ghadir District حي الغدير, Stadtbezirk asch-Schamāl, الدرعية, منطقة الرياض, 11552, Saudi Arabia / السعودية"
135,4b8d3a23f964a52088ee32e3,"العروبة, Al Olaya District حي العليا, الرياض, منطقة الرياض, 12214, Saudi Arabia / السعودية"
136,5a6ca96e75eee465cce6af65,"Amaly Indian Restaurant, الدائري الشمالي, Al Ghadir District حي الغدير, Stadtbezirk asch-Schamāl, الدرعية, منطقة الرياض, 11552, Saudi Arabia / السعودية"
137,582f2219fbe8ff78e1f0f82d,"هايبر بنده, العروبة, Al Wuroud District حي الورود, الرياض, منطقة الرياض, 12214, Saudi Arabia / السعودية"
138,53f4ac57498e3bd97f602bb3,"Lavida, عبد العزيز بن مساعد بن جلوي, السلامة, As Sulaymaniyah District حي السليمانية, الرياض, منطقة الرياض, 11411, Saudi Arabia / السعودية"
139,5b716f0e95a722002c9af8af,"جولت كوفي, طريق تركي الأول بن عبدالعزيز آل سعود, المحمدية, Al Muhammadiyah District حي المحمدية, الدرعية, منطقة الرياض, 12371, Saudi Arabia / السعودية"
140,5b7046e7a423620039de52fc,"The Lamb Shack, أبي بن معاذ الأنصاري, Al Rabiea District حي الربيع, Stadtbezirk asch-Schamāl, الدرعية, منطقة الرياض, 7069, Saudi Arabia / السعودية"
141,5c50ab427d8497002cbe4bcf,"الملك عبدالعزيز, Al Ghadir District حي الغدير, Stadtbezirk asch-Schamāl, الدرعية, منطقة الرياض, 13311, Saudi Arabia / السعودية"
142,4b838dfcf964a520950931e3,"سوق الجوالات التخصصي, العروبة, Ar Rahmaniyah District حي الرحمانية, الرياض, منطقة الرياض, 12214, Saudi Arabia / السعودية"
143,4ee11f889a52e7f5b97e6c16,"Executive hotel, Riyadh, الملك فهد, Ar Rahmaniyah District حي الرحمانية, الرياض, منطقة الرياض, 12214, Saudi Arabia / السعودية"
144,5b104db5b700850024b6811d,"اسواق التميمي, شارع الجبل الأبيض, حي النخيل, Al Nakheel District حي النخيل, الدرعية, منطقة الرياض, 12393 4057, Saudi Arabia / السعودية"
145,58d91d86102f4722b76d822a,"King Abdul Aziz Road, Al Rabiea District حي الربيع, Stadtbezirk asch-Schamāl, الدرعية, منطقة الرياض, 7069, Saudi Arabia / السعودية"
146,5c12a1de04d1ae002c5178e7,"العروبة, Al Olaya District حي العليا, الرياض, منطقة الرياض, 12214, Saudi Arabia / السعودية"
147,5e41997177455a0008d60f91,"رقم 84, Al Olaya District حي العليا, الرياض, منطقة الرياض, 12214, Saudi Arabia / السعودية"
148,528e563c498ece6d9c13cfb5,"Kampai, Tahliya Street, Al Olaya District حي العليا, الرياض, منطقة الرياض, 12213, Saudi Arabia / السعودية"
149,520a84ca498ef0f4696218f5,"طريق التخصصي, المحمدية, Al Muhammadiyah District حي المحمدية, الدرعية, منطقة الرياض, 12364, Saudi Arabia / السعودية"
150,59d6308061f07043e431e78b,"طريق الملك فهد, As Sahafah District حي الصحافة, Stadtbezirk asch-Schamāl, الدرعية, منطقة الرياض, 13515 - 4372, Saudi Arabia / السعودية"
151,54ddfd40498ee2dde59dcb94,"شارع التحلية, Al Olaya District حي العليا, الرياض, منطقة الرياض, 12213, Saudi Arabia / السعودية"
152,5c3f3ed06f0aa2002ce2bb1f,"بني مسعود, Al Rabiea District حي الربيع, Stadtbezirk asch-Schamāl, الدرعية, منطقة الرياض, 7069, Saudi Arabia / السعودية"
153,59e6722810345b3bda35aa38,"The Boulevard Riyadh, Turki Al Awal Ibin Abdelaziz Road, Hittin District حي حطين, Stadtbezirk asch-Schamāl, الدرعية, منطقة الرياض, 12393 4057, Saudi Arabia / السعودية"
154,54b01117498e18b8bcee3f74,"Raising Cane's - Chicken Fingers, طريق التخصصي, Al Olaya District حي العليا, Municipality Al Madhar المعذر, منطقة الرياض, 12334-2723, Saudi Arabia / السعودية"
155,5c0d391246e1b6002cc28dfa,"العروبة, Al Olaya District حي العليا, الرياض, منطقة الرياض, 12214, Saudi Arabia / السعودية"
156,57f69e23498e3b628211e3e3,"Al Tawhed, Dhrat Nemar, Namar Municipality, الرياض, منطقة الرياض, Saudi Arabia / السعودية"
157,4fbf89b6e4b02e98a8f57194,"Abu Bakr Alrazi, السلامة, As Sulaymaniyah District حي السليمانية, الرياض, منطقة الرياض, 11525, Saudi Arabia / السعودية"
158,504dd289e4b04a78b08e5660,"الدائري الشمالي, حي التعاون, الرياض, منطقة الرياض, 13311, Saudi Arabia / السعودية"
159,59b96cadfd16bb3e57445a3a,"الأمير طلال بن عبدالعزيز, Al Fakhiriyah District حي الفاخرية, قصر الناصرية, منطقة الرياض, 12631, Saudi Arabia / السعودية"
160,5389bf23498ed108270e7f87,"طريق العليا العام, Al Olaya District حي العليا, الرياض, منطقة الرياض, 12213, Saudi Arabia / السعودية"
