,venue_Neighborhood,venue_id,venue_name,venue_categories,venue_hasPerk,venue_lat,venue_lng,venue_distance,venue_postalCode,venue_city,venue_state,venue_formattedAddress,venue_neighborhood,venue_address,venue_crossStreet
0,malga,5dbe3f380c7f49000884de69,الفوال اللي يعرف الطلب بدون مانقوله,Afghan Restaurant,False,24.721318,46.849321,26641,14245,الرياض,منطقة الرياض‎,"['الرياض 14245', 'المملكة العربية السعودية']",,,
1,malga,58709bd92520ae35b5fe1dd3,السرير الي اكل فيه,Afghan Restaurant,False,24.590693,46.638974,23699,,,,['المملكة العربية السعودية'],,,
2,malga,567e7951498e0671db8a7314,مطعم سمرقندي,Afghan Restaurant,False,24.580698,46.602932,24495,,,,['المملكة العربية السعودية'],Al-Uraija,,
3,malga,5ee20d8b943a3857fcfb7427,NAZ Restaurant مطعم ناز,Afghan Restaurant,False,24.86368,46.642653,8188,13335,الرياض,منطقة الرياض‎,"['العارض الرياض (طريق ابو بكر الصديق)', 'الرياض 13335', 'المملكة العربية السعودية']",,العارض الرياض,طريق ابو بكر الصديق
4,malga,52efec6f498e54b1bd28b36e,البخاري الخمس نجوم,Afghan Restaurant,False,24.834847,46.76553,17081,,,,['المملكة العربية السعودية'],,,
5,malga,524dadd4498e4919c03dfadf,مطعم غصن الرمان,Middle Eastern Restaurant,False,24.579276882256163,46.78279204476034,30772,,الرياض,منطقة الرياض‎,"['alaziziyah Distract (alaziziyah Rd)', 'الرياض', 'المملكة العربية السعودية']",Al-Aziziyah,alaziziyah Distract,alaziziyah Rd
6,malga,5c65a8d412c8f0002c314dd3,الكباس,Afghan Restaurant,False,24.623674,46.551038,20340,13784,الرياض,منطقة الرياض‎,"['الرياض 13784', 'المملكة العربية السعودية']",,,
7,malga,5c93dcc4dab4b1002c3f4def,"اطلق بخاري بالمونسية "" اطلب على الفحم و رز احمر و بتشكرني""",Afghan Restaurant,False,24.821028,46.764303,16684,13246,الرياض,منطقة الرياض‎,"['الرياض 13246', 'المملكة العربية السعودية']",,,
8,malga,58babea7d8f3e95ec299e49c,مطعم بهارات الشواية البخاري,Afghan Restaurant,False,24.826244,46.748871,15238,,,,['المملكة العربية السعودية'],,,
9,malga,520bd7fa11d2caaabfcd265e,بوفية الإطلال | تشباتي ومطبق,Afghan Restaurant,False,24.766670738617943,46.806575742820506,21149,,,,['المملكة العربية السعودية'],,,
10,malga,5698cc36498e15c81a0a077d,مطعم بخاري,Afghan Restaurant,False,24.656162,46.673082,17679,,,,['المملكة العربية السعودية'],,,
11,malga,526a3f3a498ec61b00f3a6fa,مطعم مذاق الرز (بخاري),Afghan Restaurant,False,24.67841428081218,46.71847155177019,18088,,,,['المملكة العربية السعودية'],,,
12,malga,566bcf1b498e25d72f5ae6aa,فوال حارتنا الرهيب الي قفل و فتح محله بخاري,Afghan Restaurant,False,24.785011849639112,46.791275707630845,19338,,,,['المملكة العربية السعودية'],,,
13,malga,53b9dd50498e8768029a488f,Jafnah Resturant (مطعم جفنة),Afghan Restaurant,False,24.57059352910061,46.637752210929094,25891,,,,['المملكة العربية السعودية'],,,
15,malga,55eabec9498e451003e3e7fb,بخاري بركة الشباب,Afghan Restaurant,False,24.6584594,46.7444229,21494,,,,['المملكة العربية السعودية'],,,
16,malga,51e72151498e119ad55e227c,مطعم السمرقندي,Afghan Restaurant,False,24.59798985306995,46.7113172713689,25189,,,,['المملكة العربية السعودية'],,,
17,malga,57458976498e61bcc93d01d3,مطعم بخاري Exprezz,Afghan Restaurant,False,24.678091,46.743567,19875,,,,['المملكة العربية السعودية'],,,
18,malga,56c4a96fcd109ea9fdb12de4,مخبز وفوال الخليفة,Afghan Restaurant,False,24.676195,46.81278,25533,,,,['المملكة العربية السعودية'],,,
19,malga,5161b716e4b053ab7ec9fe0c,مطعم شروق المدينه البخاري,Afghan Restaurant,False,24.584983,46.779254,30048,,,,"['العزيزيه', 'المملكة العربية السعودية']",,العزيزيه,
20,malga,5be25c18135b39002cce7e7a,بوفيه ركن صبري,Afghan Restaurant,False,24.782916,46.625836,3222,13515,الرياض,منطقة الرياض‎,"['الرياض 13515', 'المملكة العربية السعودية']",,,
21,malga,525d00d311d2f6d33ae3142a,مسلخ غرب الرياض ( حي طويق ),Afghan Restaurant,False,24.569815282819793,46.50781154654955,27368,,,,['المملكة العربية السعودية'],,,
22,malga,543a5756498eeba079d02e92,مطعم بخاري,Afghan Restaurant,False,24.544625585721402,46.65366316432999,29008,,الرياض,منطقة الرياض‎,"['الحزم (شارع المشتل)', 'الرياض', 'المملكة العربية السعودية']",,الحزم,شارع المشتل
23,malga,531cd656498ed5c01f22a76a,فوال مدري شسمه,Afghan Restaurant,False,24.776664,46.823397,22664,,,,['المملكة العربية السعودية'],,,
24,malga,58343980d7b473205a84dd5a,مطاعم الركن البخاري,Afghan Restaurant,False,24.786804,46.686699,8827,,,,['المملكة العربية السعودية'],,,
25,malga,508c99fbe4b0d262175be69b,أبو نعمان فرع رقم ٦,Afghan Restaurant,False,24.619558633899178,46.75064773269649,25232,,,,['المملكة العربية السعودية'],,,
26,malga,57ca9e25498e0875edc715e4,مطعم البخاري زرعة العمري,Afghan Restaurant,False,24.690213,46.597017,12308,,,,['المملكة العربية السعودية'],,,
27,malga,53e90636498e46b647e299e4,اكبر البخاري,Afghan Restaurant,False,24.74512926327934,46.82411316435121,23414,,الرياض,منطقة الرياض‎,"['الرياض', 'المملكة العربية السعودية']",,,
28,malga,50b11bdae4b0f66121ca1294,غدير الشام,Middle Eastern Restaurant,False,24.600447996435896,46.649279605225,22830,,,,['المملكة العربية السعودية'],,,
30,malga,52380f94498ea98093e08fe0,بوفيه كبده حاشي,Afghan Restaurant,False,24.651951010697367,46.672314603887486,18076,,الرياض,منطقة الرياض‎,"['Alnasryah', 'الرياض', 'المملكة العربية السعودية']",,Alnasryah,
31,malga,58a02c82288b6a52f5dda1b1,نور الرياض البخاري,Afghan Restaurant,False,24.739399652464204,46.6440386935796,8112,,,,['المملكة العربية السعودية'],,,
32,malga,52a68c1e11d2e69b1fec038b,بوفية كبده,Afghan Restaurant,False,24.585804,46.682408,25312,,,,['المملكة العربية السعودية'],,,
33,malga,57759dcd498e3c4f7263f3a5,بادية الزمرد للبخاري,Afghan Restaurant,False,24.588336,46.764393,28863,12345,الرياض,منطقة الرياض‎,"['Al-Aziziyah district (Alnassr road)', 'الرياض 12345', 'المملكة العربية السعودية']",,Al-Aziziyah district,Alnassr road
34,malga,537dcacc498edfe993fe84d9,Lamat Remas Bukarari (مطعم لمعة ريماس البخاري),Afghan Restaurant,False,24.786429892615715,46.7475540967218,14925,,الرياض,منطقة الرياض‎,"['khaled bin waleed road', 'الرياض', 'المملكة العربية السعودية']",,khaled bin waleed road,
35,malga,52f9209c498ead0806916819,مطعم الطائف البخاري,Afghan Restaurant,False,24.59164588825699,46.7392383551692,27167,,الرياض,منطقة الرياض‎,"['مخرج ٢١ (طريق الحائر)', 'الرياض', 'المملكة العربية السعودية']",,مخرج ٢١,طريق الحائر
36,malga,5a99348eacc5f535439d2114,مطعم بخاري,Afghan Restaurant,False,24.530273,46.634153,30297,14966,الرياض,منطقة الرياض‎,"['الرياض 14966', 'المملكة العربية السعودية']",,,
37,malga,583f15c14745867fb2c8ad57,مطعم البخاري,Afghan Restaurant,False,24.626261,46.797282,27791,,,,"['حي المناخ', 'المملكة العربية السعودية']",,حي المناخ,
38,malga,4f4cc1d9e4b0272871e01fa1,مطعم المضبوط للمضغوط,Middle Eastern Restaurant,False,24.786999111051102,46.68729879795195,8883,13313,,,"['2958 Al Bahar Al Ahmar (البحر الأحمر)', '13313', 'المملكة العربية السعودية']",الوادي,2958 Al Bahar Al Ahmar,البحر الأحمر
39,malga,4f2927cce4b0eb70d4f743df,Zamzam Restaurant (مطعم زمزم),Afghan Restaurant,False,24.569438871842227,46.63859411040527,26031,,الرياض,منطقة الرياض‎,"['Hamza Bin Abdulmuttallib St (at Shaikh Isaq Ibn Abdul Rahman Ibn Hassan)', 'الرياض', 'المملكة العربية السعودية']",,Hamza Bin Abdulmuttallib St,at Shaikh Isaq Ibn Abdul Rahman Ibn Hassan
40,malga,50d5b3bae4b05cc5d502af87,مطعم سمرقندي,Afghan Restaurant,False,24.57863954731623,46.659957440140886,25439,,الرياض,شارع عائشة بنت ابي بكر (السويد,"['Aisha bint Abi Baker Street', 'الرياض', 'المملكة العربية السعودية']",,Aisha bint Abi Baker Street,
41,malga,4ed2070de5faa5ec04c4e794,سمرقندي,Middle Eastern Restaurant,False,24.830781368719702,46.729386368416634,13425,,الرياض,منطقة الرياض‎,"['الرياض', 'المملكة العربية السعودية']",,,
42,malga,50ceb03ae4b0bc9a6404c5c2,فوال أبو نعمان,Afghan Restaurant,False,24.738494962311343,46.66752777426881,9676,,الرياض,منطقة الرياض‎,"['Prince Naif RD', 'الرياض', 'المملكة العربية السعودية']",,Prince Naif RD,
43,malga,5063f150e4b0eb86c6e365b6,فوال ابونعمان,Afghan Restaurant,False,24.81851735325901,46.64267961505827,4680,,,,"['الصحافة (انس بن مالك)', 'المملكة العربية السعودية']",,الصحافة,انس بن مالك
44,malga,4ff2f7c4e4b0af32b648db58,مطعم سمرقندي,Afghan Restaurant,False,24.57603541875931,46.696785192986624,26834,,,,"['طريق ديراب ( حي نمار )', 'المملكة العربية السعودية']",,طريق ديراب ( حي نمار ),
45,malga,53f60b75498e585472822f26,مطعم وادي الزمرد البخاري,Afghan Restaurant,False,24.759856756624515,46.71673858210605,12579,,,,['المملكة العربية السعودية'],,,
46,malga,5601b8fe498ec57fdadb9a7b,مطاعم ركن الوليمة,Middle Eastern Restaurant,False,24.79290907939431,46.62833663846868,2925,,الرياض,منطقة الرياض‎,"['Malga District (King Fahad)', 'الرياض', 'المملكة العربية السعودية']",,Malga District,King Fahad
47,malga,506eae40e4b0719dc8f92798,Bokhari Corner Resturant (مطعم الركن البخاري),Afghan Restaurant,False,24.741798,46.751977,16638,,الرياض,منطقة الرياض‎,"['عبدالرحمن الغافقي', 'الرياض', 'المملكة العربية السعودية']",,,عبدالرحمن الغافقي
48,malga,4f4b4dcde4b037cdb87facee,مطعم الشيف البخاري,Afghan Restaurant,False,24.797154255083466,46.69775304007909,9815,,الرياض,منطقة الرياض‎,"['Othman Bin Affan Rd (عثمان بن عفان)', 'الرياض', 'المملكة العربية السعودية']","الوادي, Riyadh",Othman Bin Affan Rd,عثمان بن عفان
0,malga,5b33f13f364d97002b22fda3,ليالي السيرية,Ethiopian Restaurant,False,24.671492,46.662248,15675,12721,الرياض,منطقة الرياض‎,"['مطعم سوداني (شارع الطيور)', 'الرياض 12721', 'المملكة العربية السعودية']",,مطعم سوداني,شارع الطيور
1,malga,5ac680a14a1cc011c912469b,بيت الحمام,African Restaurant,False,24.744898,46.775761,18753,13213,الرياض,منطقة الرياض‎,"['الرياض 13213', 'المملكة العربية السعودية']",,,
2,malga,5e19da376a47eb00089010a0,كشري ستيشن Koshari Station,African Restaurant,False,24.822241,46.649669,5496,13326,الرياض,منطقة الرياض‎,"['Aspar Supermarket', 'الرياض 13326', 'المملكة العربية السعودية']",,Aspar Supermarket,
3,malga,5d6864d9fefe680008588fa4,Test,African Restaurant,False,24.925127,46.71242,17862,13443,الرياض,منطقة الرياض‎,"['الرياض 13443', 'المملكة العربية السعودية']",,,
4,malga,5be0a3cc646e38002c4d30fd,مشويات الهوساوي,African Restaurant,False,24.617602,46.695041,22507,12771,الرياض,منطقة الرياض‎,"['الرياض - شارع المدينة المنورة', 'الرياض 12771', 'المملكة العربية السعودية']",,الرياض - شارع المدينة المنورة,
5,malga,52b47cb7498ec4eced0e4663,فوال بيض لحسة,African Restaurant,False,24.70876121520996,46.67977523803711,12989,,,,['المملكة العربية السعودية'],,,
6,malga,4fc89a99e4b09a4f314d4d70,مطعم مؤمن للمأكولات المصرية,African Restaurant,False,24.746419728224048,46.68105425556165,10125,,الرياض,منطقة الرياض‎,"['حي المرسلات (شارع هشام بن عبد الملك)', 'الرياض', 'المملكة العربية السعودية']",,حي المرسلات,شارع هشام بن عبد الملك
7,malga,57445439498e112d9ec76a63,مطعم كباب ياسين المغربي,African Restaurant,False,24.80224,46.7916,19291,11410,الرياض,منطقة الرياض‎,"['حي اليرموك (2)', 'الرياض 11410', 'المملكة العربية السعودية']",,حي اليرموك,2
8,malga,588350e851666a79735143ad,في مكان ما,African Restaurant,False,24.693243,46.752007,19420,,الرياض,منطقة الرياض‎,"['الرياض', 'المملكة العربية السعودية']",,,
10,malga,506ee4ffe4b0dd0f47acd139,بخاري ومضغوط الخيام,Middle Eastern Restaurant,False,24.795938,46.74276,14365,,الرياض,منطقة الرياض‎,"['الرياض', 'المملكة العربية السعودية']",,,
11,malga,51f5456f498e3be663a2979a,الشيرتون,Ethiopian Restaurant,False,24.83188986082593,46.76182298291877,16644,,,Al ryidh,"['King abdullh (King fahaD)', 'المملكة العربية السعودية']",,King abdullh,King fahaD
12,malga,5323f6fd498e2cc3f907bee6,فوال بن سعيد,African Restaurant,False,24.685771,46.845358,27849,,,,['المملكة العربية السعودية'],,,
13,malga,5c2edff0780eee002c346c09,فطيرة الفلافل,African Restaurant,False,24.62969,46.603181,19042,12936,الرياض,منطقة الرياض‎,"['طريق الامير احمد بن عبدالعزيز', 'الرياض 12936', 'المملكة العربية السعودية']",,طريق الامير احمد بن عبدالعزيز,
14,malga,5c76e46667af3a002ce76f97,لذة السنتي,African Restaurant,False,24.60049,46.714047,25065,12674,الرياض,منطقة الرياض‎,"['الرياض 12674', 'المملكة العربية السعودية']",,,
16,malga,4ecb4f86d3e32939cd39ecd7,فوال الغامدي,Ethiopian Restaurant,False,24.711025506013915,46.669087513140255,12145,,,,['المملكة العربية السعودية'],,,
17,malga,5c61cc9098fbfc002c189807,فن السيريه,African Restaurant,False,24.619584,46.694438,22282,12747,الرياض,منطقة الرياض‎,"['الرياض 12747', 'المملكة العربية السعودية']",,,
18,malga,5a7b5cff1987ec57511bd9d3,حمام عبده,Ethiopian Restaurant,False,24.687711,46.681791,15016,12313,الرياض,منطقة الرياض‎,"['الرياض 12313', 'المملكة العربية السعودية']",,,
19,malga,530c18b0498e8721a719eaac,احسن فوال بالعالم,African Restaurant,False,24.754314,46.786152,19442,,,,['المملكة العربية السعودية'],,,
20,malga,53e66871498ed3877e3ec421,سيريه الهوساوي,African Restaurant,False,24.62882791158635,46.69802473260402,21518,,,,['المملكة العربية السعودية'],,,
21,malga,55af1c4f498e1576ac9784d0,فوال نزومي,African Restaurant,False,24.683920238987465,46.67317231143322,14925,,,,['المملكة العربية السعودية'],,,
22,malga,5e5387f2c202a90007ddc549,راما للمأكولات السودانية,Ethiopian Restaurant,False,24.698803,46.650626,12418,12328,الرياض,منطقة الرياض‎,"['ام الحمام', 'الرياض 12328', 'المملكة العربية السعودية']",,ام الحمام,
23,malga,51a2fe4e498e838209a7940d,فوال النخيل,African Restaurant,False,24.711576,46.629772,10350,,الرياض,منطقة الرياض‎,"['الرياض', 'المملكة العربية السعودية']",,,
24,malga,58b8e41d084be56601b2d1c3,فوال  الركن الساطع,African Restaurant,False,24.671114,46.663276,15755,,,,['المملكة العربية السعودية'],,,
25,malga,5502c3b4498ec719aac4ff14,محل الكسره 😌,African Restaurant,False,24.658301652102633,46.67516231421218,17552,,,,['المملكة العربية السعودية'],,,
26,malga,5749fefc498e87674ec37615,ارض الحمام,African Restaurant,False,24.596567,46.637378,23028,,,,['المملكة العربية السعودية'],,,
27,malga,58744e995a586902ba9e170f,فوال ساده زي مايقول,Ethiopian Restaurant,False,24.649869,46.670084,18200,,,,['المملكة العربية السعودية'],,,
28,malga,53914523498e57a5dc11045d,مطعم مأكولات السودانية 👳,African Restaurant,False,24.670318,46.711712,18350,,,,['المملكة العربية السعودية'],,,
29,malga,57797a1ecd1080b424df4a79,واحد كشري,African Restaurant,False,24.674037,46.748347,20536,,,,['المملكة العربية السعودية'],,,
30,malga,50597af1e4b05af93ee41710,نعمان للفول,African Restaurant,False,24.73831512862109,46.667518615722656,9689,,الرياض,منطقة الرياض‎,"['شارع الأمير أحمد', 'الرياض', 'المملكة العربية السعودية']",,شارع الأمير أحمد,
31,malga,513ce977e4b02357ea38ec6c,مطعم البيت السوداني,Ethiopian Restaurant,False,24.618531447368163,46.72627402676466,23929,,,,"['قبل مطعم التيسير', 'المملكة العربية السعودية']",,قبل مطعم التيسير,
32,malga,5c978063ea1e44002c11e962,Ktakeet,New American Restaurant,False,24.63564,46.561367,18803,13782,الرياض,منطقة الرياض‎,"['Ktakeet Restarant (Taiba Street)', 'الرياض 13782', 'المملكة العربية السعودية']",,Ktakeet Restarant,Taiba Street
33,malga,4fd1079ce4b01e9f636ce92c,أبو شقيرة للحمام المحشي,African Restaurant,False,24.628314,46.718788,22605,,الرياض,منطقة الرياض‎,"['شارع البطحاء', 'الرياض', 'المملكة العربية السعودية']",,شارع البطحاء,
34,malga,5b616606c824ae002c6a1d03,الفوال السوداني الاصلي,Ethiopian Restaurant,False,24.648006,46.553412,17661,13751,الرياض,منطقة الرياض‎,"['الرياض 13751', 'المملكة العربية السعودية']",,,
35,malga,5b169cbedff815002c9d7368,كبدة الشيف احمد قمبو,African Restaurant,False,24.617678,46.695893,22536,12771,الرياض,منطقة الرياض‎,"['الرياض 12771', 'المملكة العربية السعودية']",,,
36,malga,53875d6e498efd867a0326cb,Nasimi Beach Dubai,African Restaurant,False,24.618832813319756,46.75125199858931,25333,,,,['المملكة العربية السعودية'],,,
37,malga,5bfb5f0a2b9844002cf54340,فوال سوداني,African Restaurant,False,24.736411,46.675503,10413,12271,الرياض,منطقة الرياض‎,"['الرياض 12271', 'المملكة العربية السعودية']",,,
38,malga,5638f1c3cd106a388ea69bce,Regardt's Taste of Africa,African Restaurant,False,24.748107,46.547772,7933,,,,['المملكة العربية السعودية'],,,
39,malga,5965bad62bf9a95ff7f9888c,الفوال اللي جنب المكتب,African Restaurant,False,24.594137,46.746727,27331,14512,الرياض,منطقة الرياض‎,"['الرياض 14512', 'المملكة العربية السعودية']",,,
40,malga,4f186dece4b01bd097d5f56a,Abou Shakra,African Restaurant,False,24.762338426768878,46.67207831522034,8384,,الرياض,منطقة الرياض‎,"['King Abdullah St.', 'الرياض', 'المملكة العربية السعودية']",,King Abdullah St.,
41,malga,50a28040e4b09f2bf601a1ab,Salama (مطعم سلامة),African Restaurant,False,24.6301391113774,46.71801154626741,22391,,الرياض,منطقة الرياض‎,"['Tarek Bin Ziyad St (Off Bathaa St.)', 'الرياض', 'المملكة العربية السعودية']",,Tarek Bin Ziyad St,Off Bathaa St.
42,malga,4d1798ab85fc6dcbfb9dae4e,Al Tyseer Restaurant,Middle Eastern Restaurant,False,24.67889187936299,46.742877889057944,19763,3415,الرياض,منطقة الرياض‎,"['علي بن ابي طالب', 'الرياض 3415', 'المملكة العربية السعودية']",,علي بن ابي طالب,
2,malga,5e4fb797b03b8d0008881077,ماكدونالدز,American Restaurant,False,24.53288,46.69714,31372,14725,الرياض,منطقة الرياض‎,"['الرياض 14725', 'المملكة العربية السعودية']",,,
3,malga,52cc33fb498e2b94b6ef762e,برجر كينج Burger King,American Restaurant,False,24.56899049928427,46.78894479685481,32062,,,,"['الرياض-الدارة البيضاء', 'المملكة العربية السعودية']",,الرياض-الدارة البيضاء,
4,malga,55041e19498e12606e1b21d7,Macdonald's,American Restaurant,False,24.56004334739021,46.54425555416671,27395,,الرياض,منطقة الرياض‎,"['شارع العزيزية', 'الرياض', 'المملكة العربية السعودية']",,شارع العزيزية,
5,malga,4fb9e6c6e4b0eca653a358e8,كبده حاشي وغنم,American Restaurant,False,24.60223025847025,46.61502569471862,22144,,الرياض,منطقة الرياض‎,"['الرياض', 'المملكة العربية السعودية']",,,
6,malga,5481dd13498eb80c2a529b0b,مطعم برقر مشوي,American Restaurant,False,24.576441,46.619094,25037,,الرياض,منطقة الرياض‎,"['شارع الفجر', 'الرياض', 'المملكة العربية السعودية']",,,شارع الفجر
7,malga,4f35370ce4b03ada5a3675f4,تسالي بشير,American Restaurant,False,24.590500972807245,46.667390174658834,24355,,,,['المملكة العربية السعودية'],,,
8,malga,5c5963199ef8ef002ca5dd18,كودو,New American Restaurant,False,24.642078,46.54367,18579,13753,الرياض,منطقة الرياض‎,"['الرياض 13753', 'المملكة العربية السعودية']",Dahrat Laban,,
9,malga,52bc7c3e11d25a47f3fe02d0,Herfy (هرفي),American Restaurant,False,24.742205374772706,46.826454789436625,23730,,,,"['النسيم', 'المملكة العربية السعودية']",,النسيم,
10,malga,50ae0262e4b042e77fd721ab,Chili's (تشيليز),American Restaurant,False,24.767298390638516,46.75689710244126,16218,,الرياض,منطقة الرياض‎,"['King Abdullah Rd (Al Resalah St)', 'الرياض', 'المملكة العربية السعودية']",,King Abdullah Rd,Al Resalah St
11,malga,5dc93e61d7386c0007ab53be,Ovvi Lounge & Restaurant,American Restaurant,False,24.726594,46.644039,9343,,الرياض,منطقة الرياض‎,"['Prince Turki Bin Abdulaziz Al Awal Rd.', 'الرياض', 'المملكة العربية السعودية']",,Prince Turki Bin Abdulaziz Al Awal Rd.,
12,malga,57fc1c19498e064f77f60978,Texas Roadhouse (تكساس رودهاوس),American Restaurant,False,24.77875881440021,46.73424983573365,13716,,الرياض,منطقة الرياض‎,"['Imam Abdullah bin Saud', 'الرياض', 'المملكة العربية السعودية']",,Imam Abdullah bin Saud,
13,malga,510a60b4e4b0fb795389ce90,One O One (ون اوْ ون),Fast Food Restaurant,False,24.723195804047283,46.652226490994806,10081,,الرياض,منطقة الرياض‎,"['King Abdullah Rd (Al Takhassusi St)', 'الرياض', 'المملكة العربية السعودية']",Al-Muhammadiyah,King Abdullah Rd,Al Takhassusi St
14,malga,5a3a3ee08d0a53571d5fbbc1,BLAC. (بلك),New American Restaurant,False,24.721513,46.655835,10432,12344,الرياض,منطقة الرياض‎,"['Takhassusi St.', 'الرياض 12344', 'المملكة العربية السعودية']",,Takhassusi St.,
15,malga,5cf54cb7b9b37b002c190987,The Cheesecake Factory,American Restaurant,False,24.755442,46.629806,5837,13511,الرياض,منطقة الرياض‎,"['Riyadh Park (Northern Ring Road)', 'الرياض 13511', 'المملكة العربية السعودية']",,Riyadh Park,Northern Ring Road
16,malga,57fad9fc498e90a7831c4525,The Cheesecake Factory (ذي تشيزكيك فاكتوري),American Restaurant,False,24.778321909340566,46.73438228062044,13738,,الرياض,منطقة الرياض‎,"['Imam Muhammed Bin Saud Rd (Sidra Restaurants)', 'الرياض', 'المملكة العربية السعودية']",Ash-Shohda,Imam Muhammed Bin Saud Rd,Sidra Restaurants
20,malga,50d5bf47e4b021b282a64e2c,T.G.I. Friday's,American Restaurant,False,24.80783946862027,46.66573724049299,6619,,الرياض,منطقة الرياض‎,"['Thumamah Rd.', 'الرياض', 'المملكة العربية السعودية']",,Thumamah Rd.,
21,malga,570a9f57498e2c6e7b0b1e4f,Chili's (تشيليز),American Restaurant,False,24.809332944265194,46.66831501186555,6898,,الرياض,منطقة الرياض‎,"[""A'alia Plaza | عالية پلازا"", 'الرياض', 'المملكة العربية السعودية']",,A'alia Plaza | عالية پلازا,
22,malga,5a5de4130457b76a1a0cb48e,Fuddruckers,American Restaurant,False,24.805651280866698,46.66016355699361,6033,13316,الرياض,منطقة الرياض‎,"[""8135 Al Qala'a Ar Rabi Riyadh 13316 2850 Al Qala'a, Ar Rabi, Riyadh 13316\xa02850"", 'الرياض 13316', 'المملكة العربية السعودية']",,"8135 Al Qala'a Ar Rabi Riyadh 13316 2850 Al Qala'a, Ar Rabi, Riyadh 13316 2850",
23,malga,4b865e39f964a520968731e3,T.G.I. Friday's (فرايديز),American Restaurant,False,24.704958666552656,46.664525634417956,12461,,الرياض,منطقة الرياض‎,"['Takhassusi St.', 'الرياض', 'المملكة العربية السعودية']",,Takhassusi St.,
27,malga,5d51ba41d0288900087c2ea7,Pondo,American Restaurant,False,24.742213,46.649347,8161,12381,الرياض,منطقة الرياض‎,"['Imam Saud Bin Abdulaziz Bin Mohammed Rd', 'الرياض 12381', 'المملكة العربية السعودية']",,Imam Saud Bin Abdulaziz Bin Mohammed Rd,
31,malga,5b4d03e8270ee7002ccbaac3,McDonald's (ماكدونالدز),Fast Food Restaurant,False,24.575343922235568,46.66266228506425,25861,12795,الرياض,منطقة الرياض‎,"['Shubra (Aisha Bint Abi Baker Rd.)', 'الرياض 12795', 'المملكة العربية السعودية']",,Shubra,Aisha Bint Abi Baker Rd.
32,malga,4f8aa8b2e4b0202c0758d28e,Kudu (كودو),Fast Food Restaurant,False,24.690559349822585,46.72355796864569,17455,,الرياض,منطقة الرياض‎,"['شارع صلاح الدين الأيوبي', 'الرياض', 'المملكة العربية السعودية']",,شارع صلاح الدين الأيوبي,
33,malga,4d53b9942f638cfa7cab656a,T.G.I. Friday's (فرايديز),American Restaurant,False,24.767318637353696,46.75975341748143,16499,,الرياض,منطقة الرياض‎,"['King Abdullah Rd. (Khalid Ibn Al-Walid St.)', 'الرياض', 'المملكة العربية السعودية']",,King Abdullah Rd.,Khalid Ibn Al-Walid St.
34,malga,4bcc31a7b6c49c74e64b9391,Chili's (تشيليز),Tex-Mex Restaurant,False,24.703645112508315,46.70111487425381,14827,,الرياض,منطقة الرياض‎,"['Tahlia St.', 'الرياض', 'المملكة العربية السعودية']",As Sul,Tahlia St.,
35,malga,52d53b9b11d2d85c33550f59,Burger KING (برجر كنج),Fast Food Restaurant,False,24.777527059968744,46.77779944167941,18083,,الرياض,منطقة الرياض‎,"['Ishbelia District | حي اشبيلية (King Abdullah Rd)', 'الرياض', 'المملكة العربية السعودية']",,Ishbelia District | حي اشبيلية,King Abdullah Rd
37,malga,5a84ac2a356b491d0184c58e,ماكدونالدز,Fast Food Restaurant,False,24.590353851507565,46.59455077420133,23427,14921,الرياض,منطقة الرياض‎,"['الرياض 14921', 'المملكة العربية السعودية']",,,
38,malga,5200277f498e87e1edbcd085,McDonald's (ماكدونالدز),Fast Food Restaurant,False,24.558022087213878,46.704999554913755,29005,,الرياض,منطقة الرياض‎,"['حي بدر (طريق ابن تيمية)', 'الرياض', 'المملكة العربية السعودية']",,حي بدر,طريق ابن تيمية
39,malga,59e5dd161108ba40d4c0ab93,The Sandwich Co.,American Restaurant,False,24.58337781670387,46.66114929548048,24956,12795,الرياض,منطقة الرياض‎,"['As Suwaidi Al Am.', 'الرياض 12795', 'المملكة العربية السعودية']",,As Suwaidi Al Am.,
40,malga,4f81a5d4e4b02f45811d481b,Applebee's (أبل بيز),American Restaurant,False,24.74619873757711,46.61927582286843,6354,,الرياض,منطقة الرياض‎,"['Prince Turki Ibn Abdulaziz Al Awwal Rd', 'الرياض', 'المملكة العربية السعودية']",,Prince Turki Ibn Abdulaziz Al Awwal Rd,
41,malga,563260d1498e40d020b5d872,Steak House (ستيك هاوس),American Restaurant,False,24.82429282734284,46.657240523086486,6285,13322,الياسمين,منطقة الرياض‎,"['Rekal Plaza (Anas Ibn Malik Road.)', 'الياسمين 13322', 'المملكة العربية السعودية']",,Rekal Plaza,Anas Ibn Malik Road.
43,malga,50cce48ae4b0af44609d456a,Fuddruckers (فدركرز),American Restaurant,False,24.76772901162145,46.75732481986787,16249,,الرياض,منطقة الرياض‎,"['King Abdullah Rd. (Khalid Bin AlWaleed St.)', 'الرياض', 'المملكة العربية السعودية']",,King Abdullah Rd.,Khalid Bin AlWaleed St.
44,malga,5c41db11b9b37b002c2d4bb3,Maison Global (ميزون جلوبال),Modern European Restaurant,False,24.793559896496202,46.656142281506625,5659,11623,الرياض,منطقة الرياض‎,"['King Abdulaziz Road (Ubay Ibn Muadh Alansari)', 'الرياض 11623', 'المملكة العربية السعودية']",Ar-Rabi,King Abdulaziz Road,Ubay Ibn Muadh Alansari
