,venue_id,venue_name,venue_categories,venue_hasPerk,venue_lat,venue_lng,neighborhood,verified,likes_count,rating,neighborhood_lat_lng
0,58709bd92520ae35b5fe1dd3,السرير الي اكل فيه,Afghan Restaurant,False,24.590692999999998,46.638974, Zahrat al Badiah District ظهرة البديعة,False,0,7.8,"24.59795765,46.64831865202828"
1,524dadd4498e4919c03dfadf,مطعم غصن الرمان,Middle Eastern Restaurant,False,24.579276882256163,46.78279204476034, Al Aziziyah District حي العزيزية,False,3,7.8,"24.58942265,46.77363440285736"
2,520bd7fa11d2caaabfcd265e,بوفية الإطلال | تشباتي ومطبق,Afghan Restaurant,False,24.766670738617943,46.8065757428205, Al Nahdhah District حي النهضة,False,8,7.5,"24.75879795,46.81326803253911"
3,55eabec9498e451003e3e7fb,بخاري بركة الشباب,Afghan Restaurant,False,24.658459399999998,46.744422899999996, Al Malaz District حي الملز,False,2,7.8,"24.6641208,46.73369757161316"
4,5161b716e4b053ab7ec9fe0c,مطعم شروق المدينه البخاري,Afghan Restaurant,False,24.584982999999998,46.779253999999995, Al Aziziyah District حي العزيزية,False,5,7.8,"24.58942265,46.77363440285736"
5,5be25c18135b39002cce7e7a,بوفيه ركن صبري,Afghan Restaurant,False,24.782916,46.625836, Al Aqeeq District حي العقيق,False,0,7.8,"24.7798792,46.6268087019194"
6,531cd656498ed5c01f22a76a,فوال مدري شسمه,Afghan Restaurant,False,24.776664,46.823397, Al Nahdhah District حي النهضة,False,1,7.8,"24.75879795,46.81326803253911"
7,50b11bdae4b0f66121ca1294,غدير الشام,Middle Eastern Restaurant,False,24.600447996435896,46.649279605225, Zahrat al Badiah District ظهرة البديعة,False,5,6.6,"24.59795765,46.64831865202828"
8,58a02c82288b6a52f5dda1b1,نور الرياض البخاري,Afghan Restaurant,False,24.739399652464204,46.644038693579596, Al Muhammadiyah District حي المحمدية,False,0,7.8,"24.731797649999997,46.64991017633719"
9,57759dcd498e3c4f7263f3a5,بادية الزمرد للبخاري,Afghan Restaurant,False,24.588335999999998,46.764393, Al Aziziyah District حي العزيزية,False,5,7.8,"24.58942265,46.77363440285736"
10,537dcacc498edfe993fe84d9,Lamat Remas Bukarari (مطعم لمعة ريماس البخاري),Afghan Restaurant,False,24.786429892615715,46.74755409672179, Ghirnatah District حي غرناطة,False,10,7.3,"24.7919157,46.74432949210845"
11,50ceb03ae4b0bc9a6404c5c2,فوال أبو نعمان,Afghan Restaurant,False,24.738494962311343,46.667527774268805, King Fahd District حي الملك فهد,False,54,7.2,"24.740602850000002,46.67036378467072"
12,5063f150e4b0eb86c6e365b6,فوال ابونعمان,Afghan Restaurant,False,24.81851735325901,46.64267961505827, Al Yasmin District,False,55,6.8,"24.8227909,46.63976191406831"
13,5601b8fe498ec57fdadb9a7b,مطاعم ركن الوليمة,Middle Eastern Restaurant,False,24.792909079394306,46.628336638468674, Al Malga District حي الملقا,False,27,7.2,"24.800734900000002,46.60070282369142"
14,506eae40e4b0719dc8f92798,Bokhari Corner Resturant (مطعم الركن البخاري),Afghan Restaurant,False,24.741798,46.751977000000004, King Faisal District حي الملك فيصل,False,116,8.4,"24.76040125,46.77602699636495"
15,5ac680a14a1cc011c912469b,بيت الحمام,African Restaurant,False,24.744898000000003,46.775760999999996, Ghirnatah District حي غرناطة,False,1,7.8,"24.7919157,46.74432949210845"
16,5e19da376a47eb00089010a0,كشري ستيشن Koshari Station,African Restaurant,False,24.822241,46.649669, Al Yasmin District,False,1,7.8,"24.8227909,46.63976191406831"
17,52b47cb7498ec4eced0e4663,فوال بيض لحسة,African Restaurant,False,24.70876121520996,46.67977523803711, Al Olaya District حي العليا,False,0,7.8,"24.69216205,46.686588958007334"
18,506ee4ffe4b0dd0f47acd139,بخاري ومضغوط الخيام,Middle Eastern Restaurant,False,24.795938,46.74276, Ghirnatah District حي غرناطة,False,6,6.5,"24.7919157,46.74432949210845"
19,5a7b5cff1987ec57511bd9d3,حمام عبده,Ethiopian Restaurant,False,24.687711,46.681791, Al Olaya District حي العليا,False,5,6.6,"24.69216205,46.686588958007334"
